anno438.gcg,3,86,False,8A,RE.......,54,I1,PEBRINE#,66,I1,PEBRINE#,66
anno438.gcg,5,84,False,7A,EBB,23,7A,EBB,23,7C,BES,38
anno438.gcg,6,81,False,13C,OR.ANDIE,74,13C,OR#ANDIE,74,13C,OR#ANDIE,74
anno438.gcg,7,74,False,A1,SPENDI..,36,12C,PE#D,25,7I,INCeDES,65
anno438.gcg,9,64,True,14B,QI,24,I3,LIQuE#CE,73,I3,LIQuE#CE,73
anno438.gcg,11,59,True,I1,MiCELLE.,65,I1,MiCELLE#,65,I1,MiCELLE#,65
anno438.gcg,13,47,False,J4,HAAF,28,14J,HAAF,31,14J,HOgAN,43
anno438.gcg,15,41,False,1H,A.ADOU,30,1H,A#ADOU,30,1I,#ANDORA,36
anno438.gcg,16,36,True,10I,TaLLEST,63,L1,#uTTELLS,66,L1,#uTTELLS,66
anno438.gcg,17,30,False,O8,IN.ERWAR,158,O8,IN#ERWAR,158,O8,IN#ERWAR,158
anno438.gcg,19,20,False,14J,FRY,30,F6,RH#DY,42,14J,HYDRi#,53
anno438.gcg,21,13,False,G6,TH.UM,15,4H,V##ME,34,N1,sHUTED,35
anno240.gcg,4,85,False,-,IIIRTT,0,5B,RITT,18,5B,RITT,18
anno240.gcg,6,83,False,C2,ZAP,32,9E,PEAG,33,9H,ZAX,37
anno240.gcg,8,78,False,A2,.IGGED,14,F6,###EX,31,F6,###EX,31
anno240.gcg,10,71,False,B5,OX,53,B6,XI,53,B6,XI,53
anno240.gcg,11,69,False,9H,NU,11,2A,###ARD,23,9F,DAN,24
anno240.gcg,12,67,False,10E,WILY,21,10E,WILY,21,10D,NEWLY,28
anno240.gcg,14,60,False,-,INQ,0,E2,QIN,17,2A,###IER,20
anno240.gcg,15,60,True,12E,.EHEARsE,72,12E,#EHEAtER,72,12E,#EHEAtER,70
anno240.gcg,16,54,False,K5,KORUNIE.,94,M9,KIORE,39,13C,KE#NO,28
anno240.gcg,17,47,False,-,-,94,J10,KO#U,36,J10,KO#UN,39
anno240.gcg,19,47,False,10K,.OUK,25,J10,KO#U,36,J6,KO,34
anno240.gcg,21,41,False,13C,OP.NER,28,L1,PROLINE,84,L1,PROLINE,84
anno240.gcg,23,33,True,4C,..LLID,11,L4,LID,17,14F,DReIDL,31
anno240.gcg,25,26,True,H1,DY..,27,L4,FY,25,2H,FIZzY,48
anno240.gcg,27,21,True,1F,MI.RIfFS,67,14H,MISFIRe,81,14H,MISFIRe,81
anno240.gcg,28,15,False,4J,INTO,27,14H,SNOTTIE,71,14H,SNOTTIE,71
anno240.gcg,29,11,False,13J,ET,14,14F,ETAT,20,3G,#######TE,20
anno240.gcg,30,9,False,14J,ESTRIN,32,5I,IN#,19,14E,SEREIN,37
anno621.gcg,4,90,True,H8,.NtRIGUE,77,N1,RUEINGs,86,N1,RUEINGs,86
anno621.gcg,6,80,False,14G,B.NK,20,14G,G#NK,19,14F,KN#BS,23
anno621.gcg,8,75,False,K10,EXAMS,39,6L,#AX,32,15J,AXSeED,48
anno621.gcg,10,68,False,N1,FORBS,33,N2,FORBS,39,N2,FORBS,39
anno621.gcg,12,61,False,O1,ED,27,O1,ED,27,N7,SoNDAGE,77
anno621.gcg,14,59,False,13F,GA.E,16,13G,A#E,14,N7,SoIGNEE,76
anno621.gcg,15,56,True,11B,TANAGE.s,66,11B,TANAGE#s,66,N7,SATANGs,74
anno621.gcg,16,50,False,M2,YE,21,B5,SERENI#Y,65,N7,SEREINs,73
anno621.gcg,18,42,False,B7,SNOU.IER,70,B8,ROU#INES,70,N7,SINUOsE,73
anno621.gcg,19,35,False,A1,OILHOLE,94,A1,OILHOLE,94,A1,OILHOLE,94
anno621.gcg,20,28,False,A12,PROA,38,A12,PRAT,38,A12,PROA,38
anno621.gcg,22,19,False,G5,TEN,12,4A,#UNT,14,C1,aTTUENT,68
anno509.gcg,3,92,False,6B,MOLL.,16,9E,LOME,32,9C,TELOME,35
anno509.gcg,5,86,False,C1,BESTR.DE,76,C3,BES#RTED,76,C1,BESTR#DE,76
anno509.gcg,6,79,False,D8,SAUCIER,73,J8,SAUCIER,75,J8,SAUCIER,75
anno509.gcg,7,72,False,15D,STOLLEN,85,15D,STOLLEN,85,15D,STOLLEN,85
anno509.gcg,9,61,False,6I,TORTONI,64,14I,TORTONI,74,14I,TORTONI,74
anno509.gcg,10,54,False,M3,BAR.NAGE,78,O1,ABEAR#NG,158,O1,ABEAR#NG,158
anno509.gcg,11,47,False,O4,WE.RDO,42,O4,WE#RDIE,45,N8,WIDEnER,93
anno509.gcg,13,39,False,K1,SEMIA.ID,72,K1,SEMIA#ID,72,N8,DEMAInS,99
anno509.gcg,14,32,False,14I,PETUNIA,80,14I,PETUNIA,80,1A,UN#APTIsE,117
anno509.gcg,15,25,True,1H,JOI.tINg,167,1H,JOI#tINg,167,1I,dI#JOIN,63
anno509.gcg,17,18,False,O12,HA.F,42,O12,HA#F,42,15L,HAFt,58
anno509.gcg,19,12,False,B2,FOU,26,2H,ORF#,39,2H,ORF#,39
anno560.gcg,3,90,False,9F,.IFTWRAP,80,9F,#IFTWRAP,80,9F,#IFTWRAP,80
anno560.gcg,5,78,False,5E,B.CKSTAB,122,5E,B#CKSTAB,122,5E,B#CKSTAB,122
anno560.gcg,17,35,True,13M,.EI,3,15G,QUoITER,107,15G,QUItTER,107
anno543.gcg,3,88,False,9B,GEUM,21,F4,EUKI#G,21,7C,KaME,28
anno543.gcg,5,81,False,6F,JIB,33,9G,BAJU,34,9G,BAJU,34
anno543.gcg,6,78,False,L1,ENTRAN.E,74,L1,ENTRAN#E,74,L1,ENTRAN#E,74
anno543.gcg,7,71,False,1H,GAUZ.,45,2J,KA#ZU,56,2J,KA#ZU,56
anno543.gcg,8,67,True,3G,PRONA.oR,76,3G,PRONA#oR,76,3G,PRONA#oR,76
anno543.gcg,9,61,False,9G,WEEK,31,N2,W#OKE,28,9G,WEEK,31
anno543.gcg,11,52,True,O4,TOOTSIe,81,O4,TOOTSIe,81,O4,TOOTSIe,81
anno543.gcg,13,41,False,15L,VAST,43,15L,VAST,43,11C,STARVeD,76
anno543.gcg,15,35,False,13L,QA.D,28,13L,QA#D,28,2F,QuAD,44
anno543.gcg,17,28,False,10H,DRAB,27,I6,B#S#D,36,K5,BA#TS,38
anno543.gcg,19,19,False,B12,IDS,17,11K,AID#S,27,11J,TASS#,25
anno543.gcg,21,12,False,11K,EAV.S,31,11J,TOE,21,11I,STIEV#,36
anno194.gcg,4,88,False,H4,WORL.,13,H4,WORL#,13,D10,ScROWL,28
anno194.gcg,6,81,False,L2,BRIMS,32,L2,BRIMS,32,L2,BRIMS,32
anno194.gcg,8,72,False,13D,.ARTITAS,62,14D,STRIATA,69,D1,ASpARTI#,70
anno194.gcg,9,65,True,14H,nATIONS,75,K4,TO#NAIlS,88,K4,TO#NAIlS,88
anno194.gcg,10,59,False,H12,J..N,54,H12,J##N,54,J4,VI#AMENt,73
anno194.gcg,12,53,False,15L,MAID,41,15L,MAID,41,J4,VI#AMENt,73
anno194.gcg,14,47,False,5B,FL.B,18,11C,F##N,27,14B,ViSNE,32
anno194.gcg,15,44,False,3L,.E,4,8K,DEOXY,55,8K,DEOXY,55
anno194.gcg,16,43,True,N1,UNSaVED,77,N2,UNSaVED,89,N2,UNSaVED,89
anno194.gcg,18,32,False,12H,.EE,16,N10,FOE,30,G2,FlONG,31
anno194.gcg,20,28,False,10L,FOX.,33,N10,FOX,37,C5,#EX,37
anno194.gcg,21,25,False,11N,U,9,12A,POU#IE,20,9J,eLOPE#,31
anno194.gcg,22,24,False,K4,KE..,30,6G,G#####,16,9I,CReEK,34
anno194.gcg,23,22,False,L9,I.,5,8J,POI,29,8J,POLE,30
anno194.gcg,24,21,False,9K,W.G,14,6G,C#####,17,8J,GoD,36
anno194.gcg,25,19,False,15A,NEGATIO.,80,15A,NEGATIO#,80,15A,NEGATIO#,80
anno194.gcg,26,12,False,B12,NIC.,12,B11,CRIN#,14,B10,CENDR#,30
anno194.gcg,27,9,False,B2,PEL.,18,B2,PEL#,18,B2,PEn#UL,24
anno194.gcg,28,6,False,C3,DE.I,24,I1,RIDE,12,C3,DE#I,24
anno171.gcg,3,90,True,I8,.INCHIng,66,5D,rHINIt#C,94,4G,CHI#INg,28
anno171.gcg,4,85,False,5H,AG.NG,14,9F,GAD#,20,4J,#ANDAS,22
anno171.gcg,6,76,False,M3,DISEASE,78,M3,DISEASE,78,M3,DISEASE,78
anno171.gcg,8,67,False,O1,NOTATE,26,O5,TOEA,23,N9,TOmENTA,68
anno171.gcg,9,61,False,13F,REL.STED,70,13F,REL#STED,70,L7,LEDgERS,78
anno171.gcg,10,54,False,15F,OUT.NAW,39,15F,OUT#NAW,39,12L,WONT,29
anno171.gcg,12,44,False,-,OOII,0,11I,#IAO,17,O8,tITO#I,27
anno171.gcg,14,41,False,O12,.AYO,33,O12,#AYO,33,12A,ADOpTEE,70
anno171.gcg,16,35,False,3A,TUBED,22,F2,BE#UE,18,6B,BEmETED,71
anno171.gcg,18,27,False,11E,OLEI.,14,B2,E#OI,17,12A,NOILIEr,67
anno171.gcg,20,21,False,13A,FUZE,34,E3,##FUZE,38,2D,FIZ,46
anno171.gcg,22,14,False,15A,U.CO,21,H1,PRO##N,24,6B,POUNCeR,75
anno171.gcg,23,11,False,2D,LOGIER,19,2D,LOIR,14,1A,#ORTLInG,83
anno263.gcg,3,93,False,E5,RET.RMED,94,E5,MET#RED,40,E5,MET#RED,40
anno263.gcg,5,83,False,D11,FIND,27,D11,FIND,27,D11,WaQF,45
anno263.gcg,7,76,False,15D,SWEPT,43,B12,WEPT,44,B11,SWEPT,46
anno263.gcg,8,71,False,14H,IRONERS,70,14F,ROSINER,71,H1,SEROtIN#,80
anno263.gcg,9,64,False,F2,GIBED,31,F2,GIBED,31,F2,GIBED,31
anno263.gcg,11,55,False,3E,L.QUOR,26,C5,VOL,22,F11,REeV#,29
anno263.gcg,13,46,False,10K,VEX,25,B9,EXEC,39,B9,EXEC,39
anno263.gcg,15,39,False,N6,CUVET,34,N10,TUTU#,23,N5,CUTEsT,27
anno263.gcg,17,31,False,8M,A.O,18,15A,OUT#####,46,15A,OUT#####,46
anno263.gcg,19,27,False,B2,TONAL,25,15A,OUT#####,46,2H,#NALOgUE,74
anno263.gcg,21,21,False,J2,P.IED,18,A1,PULI,32,J2,P#ELUDIo,68
anno263.gcg,22,17,True,5J,.N,4,A1,ZIGAN,62,A1,ZIGAN,62
anno263.gcg,23,16,True,1A,bAIZA,75,B14,ZA,48,1A,bAIZA,75
anno263.gcg,24,12,True,L1,IONiSER,67,A6,cOINERS,80,A6,cRONIES,80
anno263.gcg,25,6,True,-,-,67,A6,cRONIES,80,A6,cRONIES,80
anno263.gcg,26,6,False,A3,GUL,17,15A,OUT#####,46,15A,OUT#####,46
anno403.gcg,4,84,False,-,AABIIN,0,9C,BANIA,16,7G,AIN,17
anno403.gcg,6,80,False,6A,ACEDIA,21,F6,A#,4,6B,ACIDER,22
anno403.gcg,8,70,False,B10,FIRST,45,C1,SWIFT#RS,80,C1,SWIFT#RS,80
anno403.gcg,10,61,False,4C,OW,29,4C,OW,29,4B,SOW,31
anno403.gcg,12,56,False,4F,YAGI,17,4F,YAGI,17,4F,GASEItY,75
anno403.gcg,14,50,False,G3,W.D,23,N2,WINDSES,88,11I,WISSED,41
anno403.gcg,16,47,False,L8,...ON,20,C13,HO,22,15A,ISHES,36
anno403.gcg,18,42,False,11J,IS.HEL,30,D11,QI#,24,13I,SLISHEs,81
anno403.gcg,20,33,False,9E,LIP,18,13I,QINS,34,13G,QuILTS,36
anno403.gcg,22,24,False,-,ENQ,0,exch,NQ,,13G,QuEENS,36
anno403.gcg,24,20,False,2B,.OE,10,O14,OE,17,2B,#ETONS,23
anno403.gcg,25,18,True,1D,DIABAsE,88,1D,BrAAIED,93,1D,BrAAIED,93
anno403.gcg,26,12,False,J1,.T,4,K1,ST,12,13G,TOQuES,36
anno403.gcg,27,11,False,F1,.X,25,J5,IN,8,O14,aX,34
anno403.gcg,28,10,False,J4,SON,18,O14,ON,17,10D,QiNS,27
anno403.gcg,29,7,False,E11,VI.,14,5I,##R,10,11A,R#VlIN,22
anno403.gcg,30,5,False,K5,OE,16,K5,OE,16,O14,OE,17
anno403.gcg,31,3,False,5I,...R,6,11B,#N,2,O14,aN,13
anno295.gcg,3,92,False,K10,FRIG,21,K10,FRIG,21,K4,FRIGS,27
anno295.gcg,4,88,False,H3,ORNAM.NT,61,H3,ORNAM#NT,61,H3,ORNAM#NT,60
anno295.gcg,5,81,False,11B,DECANES,81,11B,DECANES,81,11B,DECANES,81
anno295.gcg,6,74,False,C10,G.LT,10,12I,GL#NTED,22,12I,GL#NTED,22
anno295.gcg,7,71,False,5E,EPI.AOI,36,5E,EPI#AOI,36,D8,PHO#AE,41
anno295.gcg,8,65,False,12J,V.BE,18,3H,#BVERT,28,E1,BaNT#RED,60
anno295.gcg,9,62,False,4K,QI,33,N10,SIXTH,51,N10,SIXTH,51
anno295.gcg,10,60,False,M6,WINTER.D,78,M6,WINTER#D,78,M6,WINTER#D,78
anno295.gcg,11,53,False,N9,AX,52,N9,AX,52,N9,AX,52
anno295.gcg,12,51,True,O9,IONIC,21,O5,COItION,87,O5,COItION,87
anno295.gcg,13,46,False,6G,N.TH,32,O7,TH#####,36,6G,T#THS,45
anno295.gcg,14,43,False,-,-,32,O7,TH#####,36,O6,AMN#####,36
anno295.gcg,15,43,True,14E,AVOYERs,80,14E,AVOYERs,80,14E,AVOYERs,80
anno295.gcg,16,37,False,15G,HAM,48,O7,TH#####,36,15G,HAM,48
anno295.gcg,17,34,True,E1,pARG.TED,59,N1,TRiAGED,80,N1,GRAnTED,80
anno295.gcg,18,28,False,1E,.UNTO,12,M1,TOUN,20,8A,UNSO#,21
anno295.gcg,19,25,False,15A,YLIKE,53,8A,FYKE#,51,N1,FLaKIES,89
anno295.gcg,20,20,False,8A,OUTE.,21,N2,TOUSE,21,N2,UTASES,25
anno295.gcg,21,17,False,2I,OARFISH,82,2I,OARFISH,82,2I,OARFISH,82
anno295.gcg,22,11,False,1M,BUS,36,2B,ZUP#S,40,O1,P#iZ,81
anno295.gcg,23,8,False,N4,JEE,19,F1,#LE,11,G3,Jo##,36
anno426.gcg,3,90,True,H8,.REODoNT,86,H8,#REoDONT,86,H8,#REoDONT,80
anno426.gcg,5,80,False,15H,.EENSIER,77,5I,ESERINE,79,5I,ESERINE,79
anno426.gcg,6,73,False,5H,NESTLED,81,5H,NESTLED,81,5D,DENTELS,81
anno426.gcg,7,66,False,J11,WAIV.,19,14J,WAI,31,14J,WAI,31
anno426.gcg,9,59,False,L11,OBIA.,14,7I,O#ABAIN,23,9A,dEBONAI#,63
anno426.gcg,11,52,False,4C,HUMANE,27,N10,HEAUM#,38,O8,UMrAH,45
anno426.gcg,13,43,False,5D,POM,30,3H,RAMPION,77,3H,RAMPION,77
anno426.gcg,15,37,False,M9,RAWIN,31,M9,RAWIN,31,15A,RAWINs,32
anno426.gcg,16,32,True,3H,TrIL.IES,71,3H,STIL#ItE,73,3H,STIL#ItE,73
anno426.gcg,17,26,False,2I,AX,51,2I,AX,51,15A,VARIAs,32
anno426.gcg,19,21,False,3B,FEY,36,3B,FAYER,50,3B,FAYER,50
anno426.gcg,21,15,False,E8,DAVIT,23,F10,VA###,22,15A,TRAVIs,41
anno426.gcg,22,10,False,15A,RATIOS,27,6B,ROSTI,30,6D,SLART,32
anno181.gcg,3,91,False,J6,VO.IT,20,10J,VITTA,26,10J,VITTA,26
anno181.gcg,4,87,False,10E,ORIEN.ED,68,10E,ORIEN#ED,68,10E,ORIEN#ED,68
anno181.gcg,5,80,True,6F,AqUA.ITS,62,9A,yAUTIAS,65,9A,yAUTIAS,65
anno181.gcg,7,71,False,12A,AURA,20,12A,PAUA,28,12A,PARA,28
anno181.gcg,8,67,False,A8,NIOB.TES,140,A8,NIOB#TES,140,A8,NIOB#TES,140
anno181.gcg,9,60,False,M3,PAU.E,16,13C,EPAULE,30,13C,EPAULEt,80
anno181.gcg,11,53,False,11J,OX,47,B9,OX,52,12F,FOLIaGE,76
anno181.gcg,13,49,False,B10,FE.,31,I5,B#W#,22,B10,FE#,31
anno181.gcg,15,44,False,I5,B.W.,22,N1,WIEL,30,B2,LeGIBLE,82
anno181.gcg,17,38,False,J2,LE.,9,N3,EL,18,D2,GaLILEE,74
anno181.gcg,19,30,False,N9,LINGIER,73,N9,LINGIER,73,N9,LINGIER,73
anno181.gcg,20,23,False,13M,Q.,22,13L,QU#D,28,14J,QUeM#D,37
anno181.gcg,21,22,True,H10,.MYDES,48,2E,DYSME#iC,73,2E,DYSME#iC,73
anno181.gcg,23,15,True,O5,UNCOY,37,O5,CUNDY,40,O4,ClOUDY,49
anno181.gcg,24,10,False,14K,TRI.D,17,15H,#TRIDO#S,33,B1,SORDINe,73
anno401.gcg,3,94,True,9F,CANE,25,I5,ENC#EAsE,63,I5,ENC#EAsE,63
anno401.gcg,5,87,True,7H,BE,14,10I,BREENgE,65,10G,gENRE,23
anno401.gcg,6,85,False,9F,....D,11,6J,S#UAW,27,6J,S#UAW,27
anno401.gcg,7,84,True,10J,EERY,15,F9,#ONEY,12,10I,vENERY,27
anno401.gcg,8,80,True,M3,ORDiNAR.,76,11E,ORDiNAR,87,11E,ORDiNAR,87
anno401.gcg,9,74,True,4J,LOU.,8,4F,LOUNgIE#,66,4F,OUtLINE#,64
anno401.gcg,11,68,True,3E,INJuRES,76,3E,INJuRES,76,3E,INJuRES,76
anno401.gcg,13,58,False,H1,LO.MA,27,6I,MA#U#LA,27,2B,ALAMO,26
anno401.gcg,15,51,False,13B,PEAK.,28,2B,POAKA,36,2B,POUKE,36
anno401.gcg,16,47,False,G3,.O.N,18,14A,FANGO,37,14A,FANGO,37
anno401.gcg,17,45,False,-,UWUO,0,E10,OW,25,B10,WAS#S,36
anno401.gcg,19,41,False,I11,.ANG,8,N4,SAD,22,10B,SANG#S,24
anno401.gcg,21,34,False,3A,VID,22,15F,WUDS,32,15F,WUDS,32
anno401.gcg,23,26,False,15E,CUIFS,38,15E,FICUS,38,15E,FISCS,38
anno401.gcg,24,21,False,-,AEEMOU,0,12K,OUMA,22,2H,#OM,24
anno401.gcg,25,21,False,8M,.W,5,B10,WO##IE,38,13H,S#OWLIkE,70
anno401.gcg,26,20,False,O2,MEDIATE,104,O4,MEDIATE,107,O4,MEDIATE,107
anno401.gcg,27,13,False,14I,.LUIEST,20,14A,TEIL,24,13H,I#SULaTE,64
anno624.gcg,3,86,False,E7,T.UNDLED,70,E7,T#UNDLED,70,E7,T#UNDLED,70
anno624.gcg,5,74,False,D12,AWA,24,D12,AWA,24,D12,AREW,31
anno624.gcg,7,66,False,M2,CALVER,27,11K,L#V,12,M1,CLeAVER,77
anno624.gcg,9,57,False,F10,OE,11,K6,IOL#TE,23,K1,ETiOLIN,65
anno624.gcg,11,51,False,4J,I.O.,10,7G,OI,11,12H,pOIT#INE,58
anno624.gcg,13,47,False,3D,SALIENT,61,3D,TENAILS,61,10A,ANTi##ISE,65
anno624.gcg,14,40,False,D3,.O,4,O1,QIS,42,O1,QIS,42
anno624.gcg,17,35,True,O1,JAG,40,F14,JA,56,O1,JAG,40
anno624.gcg,18,32,False,11H,GESN.RIA,68,5B,REGINAS,81,5B,NAVvIES,85
anno624.gcg,19,25,True,O11,.MoRT,27,E2,M#RD,16,O11,#MoRT,27
anno678.gcg,4,86,False,4L,BIND,32,4L,BIND,32,4L,BISH,40
anno678.gcg,6,79,True,M3,Q.,22,M3,Q#,22,N2,Sa#GH,37
anno678.gcg,7,78,False,9A,ASTEROI.,66,F6,OTARIES,68,K7,ASTRIdE,69
anno678.gcg,8,71,True,A8,H.LoGENS,167,A8,H#LoGENS,167,A8,H#LoGENS,167
anno678.gcg,10,61,False,E5,CINE.IN,36,E5,CINE#IN,36,E5,CINE#IN,36
anno678.gcg,12,51,False,14H,JAM.IKE,52,14H,JAM#IKE,52,14H,JAM#IKE,52
anno678.gcg,14,42,True,M13,O.E,14,C3,ACOEmE#I,68,C3,ACOEmE#I,68
anno678.gcg,16,35,True,1H,CAsTEIS.,86,1H,bETACIS#,92,1H,bETACIS#,92
anno678.gcg,18,29,False,10D,F.X,59,10C,OR#XA,62,10C,OR#XA,62
anno678.gcg,20,24,False,B6,ZOO.,38,B6,ZOO#,38,B4,RAZOO#,40
anno678.gcg,22,18,False,C2,UVULAE,34,C5,VAU,21,C2,UVULAR,34
anno481.gcg,4,90,False,-,J,0,G7,##JI,20,J2,CRINE,22
anno481.gcg,5,90,True,-,?AOO,0,9F,AVO,36,9F,AVOs,45
anno481.gcg,6,90,False,6G,EL.IN,24,6G,EL#,20,6G,EL#IN,24
anno481.gcg,8,84,False,K2,DRAW.,18,E9,DAWT,23,11B,CRAWS,29
anno481.gcg,9,80,True,11C,TORSiON,71,11E,iSOTRON,83,11E,iSOTRON,83
anno481.gcg,10,74,False,4H,AQU.TICS,92,4H,AQU#TICS,92,5A,ACQUITS,91
anno481.gcg,12,64,False,12B,HIE,18,N2,TE#HIE,34,N2,TE#HIE,34
anno481.gcg,14,58,False,13A,AIT,17,10F,#ATEAU,15,3B,ArIETTA,66
anno481.gcg,16,50,False,H1,ZET.,39,14B,TEAZE,48,12H,#AUZiEST,88
anno481.gcg,18,44,True,L6,SUBArEA,81,L6,SUBArEA,81,L6,SUBArEA,81
anno481.gcg,20,35,False,14B,MINER,38,14B,PENNI,38,N7,P#RINEuM,76
anno481.gcg,22,28,False,N7,V.RDANT,15,13E,PAV#D,23,2B,AVeNTR#D,79
anno481.gcg,24,17,False,13E,PAV.NG,23,K11,PAV,26,2B,VeNDAC#,28
anno481.gcg,25,12,False,5C,HONES,21,K10,EONS,28,5A,HONkIES,73
anno487.gcg,3,89,False,9B,KHI,19,6D,KOHL,33,6D,HOKI,34
anno487.gcg,5,84,False,9G,IF,17,11A,FIT,19,7I,aIRLIFT,61
anno487.gcg,6,82,False,I1,TRENDIE.,61,I1,TRENDIE#,61,7G,pRETEND,74
anno487.gcg,7,75,False,3H,V.RBAL,22,11A,VITAL,29,A10,TRIBAL,30
anno487.gcg,9,67,False,L1,VI.TIC,30,L1,VI#TIC,30,J8,SOrITIC,76
anno487.gcg,10,62,True,11C,ERASIOn,68,N2,ISObARE,78,N2,ISObARE,78
anno487.gcg,11,56,False,A10,REPOSE,36,1L,#OIP,27,2A,PrISERE,75
anno487.gcg,13,45,False,1L,.INO,21,1L,#INO,21,N1,NASION,28
anno487.gcg,15,38,False,C13,NUS,24,C13,NUS,24,J6,OASeS,26
anno487.gcg,17,29,False,11K,BARN,24,13I,BARON,37,M8,BANN#ROl,70
